id,date,username,content,url
1342867035152408578,2020-12-26 16:17:05+00:00,DanielleIdeias,@istoneca It needs to stop NOW!! #Agenda21 #IDoNotConsent #WhyAreTheyDoingThis #FollowTheMoney #NoGreatReset,https://twitter.com/DanielleIdeias/status/1342867035152408578
1342859385618522112,2020-12-26 15:46:41+00:00,rach_driver,@DailyMirror The £clue is ...’until everyone in the UK has been immunised....’ 😳 #IDoNotConsent #clueup,https://twitter.com/rach_driver/status/1342859385618522112
1342858269124161536,2020-12-26 15:42:15+00:00,WayneMo18011749,"Man tackled to the ground and forcefully arrested by scum @metpoliceuk for sitting &amp; having a coffee with his partner

If this is in the name of public health then I'm sure he was healthier before being roughed up by the Stasi 

#IDoNotConsent 
https://t.co/mAlXQiSVlo",https://twitter.com/WayneMo18011749/status/1342858269124161536
1342853326514360320,2020-12-26 15:22:36+00:00,lostcreatives1,"@NicolaSturgeon according to a tweet by Scot gov this is a request, no evidence has been shown to qualify this and no exit strategy offered.  I will therefore politely and firmly decline your request after 10 months of this farce. #idonotconsent https://t.co/lXPUWc55kX",https://twitter.com/lostcreatives1/status/1342853326514360320
1342784926299672576,2020-12-26 10:50:48+00:00,SunshineTheGrey,@dorfman_p @arclight2011 @kevindblanch #Nucleawaste is HOT HOT HOT ... Why would the US want foreign #Uranium mining investments in #Nebraska the FARMING HEARTLAND? Accidents ALWAYS happen &amp; #ecocide is a crime.  #WaterIsLife #AbolishPrice_Anderson #NONUKES #IDoNotConsent @yasmina720 @stapf @DrDurnford https://t.co/IcKjx31SsF,https://twitter.com/SunshineTheGrey/status/1342784926299672576
1342781767086989312,2020-12-26 10:38:15+00:00,SunshineTheGrey,@dorfman_p @arclight2011 #IDoNotConsent #NONUKES https://t.co/Be4xvJlLD8,https://twitter.com/SunshineTheGrey/status/1342781767086989312
1342779549533294594,2020-12-26 10:29:26+00:00,woodsk,@MichaelYeadon3 How are you not losing your mind over these lies? #IDoNotConsent,https://twitter.com/woodsk/status/1342779549533294594
1342778629047136256,2020-12-26 10:25:47+00:00,TheRustler83,"Anyone fancy a trip to #Orkney for a Pool, Darts &amp; Doms #SuperSaturday ? 🍻🏆🎱🏹

I don’t remember there being a parliamentary vote on the Tier 4 restrictions?🤷🏻‍♂️? All democratic due process has been abandoned in this once great country 🏴󠁧󠁢󠁳󠁣󠁴󠁿🇬🇧....

#IDONOTCONSENT
#NoMas https://t.co/53Yds4G7V7",https://twitter.com/TheRustler83/status/1342778629047136256
1342705770127896578,2020-12-26 05:36:16+00:00,grizzlybr,"@downunderabc123 Must be True, it’s been deleted!  We are being censored. #Idonotconsent",https://twitter.com/grizzlybr/status/1342705770127896578
1342615628088279041,2020-12-25 23:38:04+00:00,grizzlybr,@End_TheFederalR They need to change the word “people” to   GUINEA PIGS!  🤬 #IDoNotConsent,https://twitter.com/grizzlybr/status/1342615628088279041
1342575398018838528,2020-12-25 20:58:13+00:00,SunshineTheGrey,Drone Strikes Authorized on American Citizens - Dallas Texas https://t.co/JotrZAiRya via #NDAA #ACAB #IDoNotConsent  #CongressIsCorrupt #TreasonsGreetings #spygate #WarOnChristmas #WarRoomPandemic #ChinaBuzz #RussianCyberAttack #databreach #sniff #Treason #Constitution #America,https://twitter.com/SunshineTheGrey/status/1342575398018838528
